0.00,26.00
1.00,29.00
2.00,32.00
3.00,35.00
4.00,38.00
5.00,41.00
6.00,44.00
7.00,47.00
8.00,50.00
9.00,53.00
10.00,56.00
11.00,59.00
12.00,62.00
13.00,65.00
14.00,68.00
15.00,71.00
16.00,74.00
17.00,77.00
18.00,80.00
19.00,83.00
20.00,86.00
21.00,89.00
22.00,92.00
23.00,95.00
24.00,98.00
25.00,101.00
26.00,104.00
27.00,107.00
28.00,110.00
29.00,113.00
30.00,116.00
31.00,119.00
32.00,122.00
33.00,125.00
34.00,128.00
35.00,131.00
36.00,134.00
37.00,137.00
38.00,140.00
39.00,143.00
40.00,146.00
41.00,149.00
42.00,152.00
43.00,155.00
44.00,158.00
45.00,161.00
46.00,164.00
47.00,167.00
48.00,170.00
49.00,173.00
50.00,176.00
51.00,179.00
52.00,182.00
53.00,185.00
54.00,188.00
55.00,191.00
56.00,194.00
57.00,197.00
58.00,200.00
59.00,203.00
60.00,206.00
61.00,209.00
62.00,212.00
63.00,215.00
64.00,218.00
65.00,221.00
66.00,224.00
67.00,227.00
68.00,230.00
69.00,233.00
70.00,236.00
71.00,239.00
72.00,242.00
73.00,245.00
74.00,248.00
75.00,251.00
76.00,254.00
77.00,257.00
78.00,260.00
79.00,263.00
80.00,266.00
81.00,269.00
82.00,272.00
83.00,275.00
84.00,278.00
85.00,281.00
86.00,284.00
87.00,287.00
88.00,290.00
89.00,293.00
90.00,296.00
91.00,299.00
92.00,302.00
93.00,305.00
94.00,308.00
95.00,311.00
96.00,314.00
97.00,317.00
98.00,320.00
99.00,323.00
